# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "1" "-t" "exon" "-g" "gene_name" "-M" "-a" "TetGenomeRef.gtf" "-o" "transcriptome_counts.txt" "/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam" 
Geneid	Chr	Start	End	Strand	Length	/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam
TTHERM_00085640	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	671786;672026;672474;673163;673302;673855;674348;674753;675765;676854;677410;677504;677646;677769	671974;672415;673103;673250;673494;674116;674572;675703;676293;676983;677452;677583;677677;677884	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3858	4
TTHERM_00085630	scf_8254697;scf_8254697;scf_8254697	678412;679690;680222	679636;680167;681881	+;+;+	3363	12
TTHERM_000085618	scf_8254697	682541	682954	-	414	0
TTHERM_000085619	scf_8254697;scf_8254697	683034;683132	683071;683768	-;-	675	0
TTHERM_00085620	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	683902;684136;684562;684980;686345;686784;687422	684071;684294;684918;685913;686498;687243;687698	-;-;-;-;-;-;-	2511	0
TTHERM_00085610	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	689084;689215;689848;690185;690778;690931;691108	689170;689795;689895;690722;690879;691050;692670	+;+;+;+;+;+;+	3039	8
TTHERM_00085600	scf_8254697	693614	696589	-	2976	0
TTHERM_00085590	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	697067;697197;697835;697978;698232	697141;697651;697917;698169;698314	-;-;-;-;-	888	0
TTHERM_00085580	scf_8254697;scf_8254697	699293;700107	699765;700776	+;+	1143	0
TTHERM_00085570	scf_8254697	702324	703124	+	801	22
TTHERM_00085560	scf_8254697	704590	705366	+	777	2
TTHERM_00085550	scf_8254697	706368	707072	+	705	36
TTHERM_00085540	scf_8254697	707511	708344	-	834	0
TTHERM_00085520	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	715341;715497;715715;716003;716157;716295	715446;715655;715900;716104;716243;717118	+;+;+;+;+;+	1464	0
TTHERM_00085510	scf_8254697;scf_8254697	718096;719163	718744;719623	+;+	1110	15
TTHERM_00085490	scf_8254697;scf_8254697;scf_8254697	720863;721075;721219	721018;721144;721841	-;-;-	849	0
TTHERM_00085480	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	722882;723971;724633;724986;725702;726500	723904;724564;724913;725645;726243;727134	-;-;-;-;-;-	3735	0
TTHERM_000085459	scf_8254697	727940	728449	-	510	0
TTHERM_00085460	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	729645;730012;730285;730744;731464;731634;731801;732384	729933;730118;730464;731391;731538;731720;732163;733616	+;+;+;+;+;+;+;+	2982	55
TTHERM_000085439	scf_8254697;scf_8254697	734685;735099	734980;735168	-;-	366	0
TTHERM_00085440	scf_8254697	739341	739988	+	648	8
TTHERM_00085399	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	760078;760449;760797;761144;763219;763566;763911;764254;764602;764826;765175;765524;765873;766222;766573	760198;760538;760883;761233;763308;763655;764000;764343;764691;764915;765264;765613;765962;766311;766643	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1359	0
TTHERM_00085380	scf_8254697	770693	771418	+	726	5
TTHERM_00085370	scf_8254697;scf_8254697	772665;773300	773253;774804	+;+	2094	13
TTHERM_00085360	scf_8254697;scf_8254697	775560;776162	776106;777603	+;+	1989	11
TTHERM_000085349	scf_8254697	779141	780526	+	1386	1
TTHERM_00085350	scf_8254697;scf_8254697	780952;781825	781762;783347	+;+	2334	18
TTHERM_000085339	scf_8254697;scf_8254697	784222;786037	785959;787652	+;+	3354	36
TTHERM_00085340	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	788761;789177;789518;790297;791091	789127;789437;790215;791032;794584	+;+;+;+;+	5556	77
TTHERM_00085330	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	795126;795986;796327;797119;797918	795936;796246;797024;797854;801360	+;+;+;+;+	5949	153
TTHERM_00085320	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	802085;802407;802518;802826;803096	802343;802457;802775;803037;803224	+;+;+;+;+	909	0
TTHERM_000085308	scf_8254697;scf_8254697	804085;804803	804741;804877	-;-	732	0
TTHERM_000085309	scf_8254697	806542	807018	-	477	0
TTHERM_00085310	scf_8254697	808294	809058	+	765	0
TTHERM_00085300	scf_8254697	810321	811088	+	768	3
TTHERM_00085290	scf_8254697	811735	812499	+	765	9
TTHERM_00085280	scf_8254697	813297	814067	+	771	2
TTHERM_00085270	scf_8254697;scf_8254697	815240;816857	816797;818679	+;+	3381	93
TTHERM_000085249	scf_8254697;scf_8254697;scf_8254697;scf_8254697	820162;820266;820576;820710	820210;820355;820662;820798	+;+;+;+	315	0
TTHERM_00085250	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	823085;823553;823728;823885;824074;824273;824641	823495;823671;823824;824015;824199;824579;825510	+;+;+;+;+;+;+	2061	126
TTHERM_000085239	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	826132;826561;826702;826865;827310	826498;826655;826799;827234;827510	+;+;+;+;+	1131	7
TTHERM_00085240	scf_8254697;scf_8254697;scf_8254697	828158;828587;828972	828451;828685;829769	+;+;+	1191	4
TTHERM_00085230	scf_8254697	830918	831922	+	1005	8
TTHERM_00085220	scf_8254697;scf_8254697	833878;835284	834391;836062	+;+	1293	39
TTHERM_000085199	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	838241;838395;838550;838742;838934;839110	838316;838487;838639;838831;839026;839261	+;+;+;+;+;+	594	0
TTHERM_00085200	scf_8254697;scf_8254697	841702;842441	842332;845184	+;+	3375	48
TTHERM_000085189	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	846647;846742;846850;847051;847263;847480;847638;847796;847951;848097;848235;848872;849009;849180;849434;849603	846679;846797;846936;847140;847352;847572;847730;847885;848040;848186;848330;848952;849095;849281;849523;849858	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1524	1
TTHERM_00085190	scf_8254697;scf_8254697	851576;852258	852203;855058	+;+	3429	6
TTHERM_000085178	scf_8254697	855995	857191	+	1197	0
TTHERM_000085179	scf_8254697	857685	858995	+	1311	3
TTHERM_00085180	scf_8254697;scf_8254697	860090;860351	860286;860774	+;+	621	963
TTHERM_00085140	scf_8254697	864541	864729	+	189	0
TTHERM_000085119	scf_8254697	864772	865452	-	681	0
TTHERM_00085120	scf_8254697	866410	866694	-	285	0
TTHERM_00085110	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	868610;870103;871355;872840;873303;874113	869755;870532;872367;872989;873765;874636	-;-;-;-;-;-	3726	0
TTHERM_00085100	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	876471;876773;877521;877662;877791;878263;878517	876540;877413;877584;877720;877931;878456;878661	+;+;+;+;+;+;+	1314	3
TTHERM_000085089	scf_8254697;scf_8254697	879995;880853	880751;881175	+;+	1080	2
TTHERM_00085090	scf_8254697	881746	883605	+	1860	32
TTHERM_000085057	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	884496;884891;885127;885237;885367;886009;886261;886506;886774;886923;887359;887588;887756;888068;888211;888388;888640;888852;889150;889313;889563;889784;890048;890258	884844;885064;885182;885311;885722;886101;886350;886595;886863;887012;887448;887674;887848;888157;888300;888477;888729;888941;889239;889402;889652;889873;890137;890318	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2694	6
TTHERM_000085058	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	890440;890598;890751;890873;891047;891207;891418;891554;891728;891909;892052	890517;890699;890800;890956;891151;891296;891507;891661;891817;891998;892319	+;+;+;+;+;+;+;+;+;+;+	1155	1
TTHERM_000085059	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	892989;893142;893305;893516;893668;893807;893991;894246;894443;894552	893079;893231;893394;893605;893754;893896;894080;894341;894492;894590	-;-;-;-;-;-;-;-;-;-	813	0
TTHERM_00085060	scf_8254697	895183	896334	+	1152	1184
TTHERM_00085050	scf_8254697	897354	898241	+	888	5
TTHERM_00085040	scf_8254697	898868	899272	+	405	1
TTHERM_00085030	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	899562;899842;900053;900274;900437;900821;901047;901263;902059;903293	899690;899996;900136;900372;900751;900988;901206;901784;903210;903712	+;+;+;+;+;+;+;+;+;+	3204	16
TTHERM_00085020	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	904368;904555;905529;906790;907922	904467;905307;906363;907853;908556	+;+;+;+;+	3387	887
TTHERM_00085010	scf_8254697	910377	911636	-	1260	0
TTHERM_00085000	scf_8254697	912616	913266	+	651	7
TTHERM_000084988	scf_8254697;scf_8254697	914463;916354	916044;916949	+;+	2178	20
TTHERM_000084989	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	918093;918251;918463;918693;919307	918109;918362;918586;919202;920397	+;+;+;+;+	1854	4
TTHERM_00084990	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	921223;922142;922271;924366;924500	922073;922184;924311;924437;924699	+;+;+;+;+	3207	7
TTHERM_00084980	scf_8254697	926214	926606	-	393	0
TTHERM_00084970	scf_8254697	927288	928616	-	1329	0
TTHERM_000083949	scf_8254697	930153	930731	+	579	0
TTHERM_00083950	scf_8254697;scf_8254697;scf_8254697	935414;935655;935845	935592;935788;936005	+;+;+	474	3
TTHERM_00083940	scf_8254697;scf_8254697;scf_8254697	937550;938207;938395	938151;938334;939041	+;+;+	1377	0
TTHERM_00083930	scf_8254697;scf_8254697;scf_8254697	941945;942605;942797	942549;942732;943461	+;+;+	1398	0
TTHERM_000083909	scf_8254697;scf_8254697;scf_8254697;scf_8254697	945397;945611;945790;945887	945437;945696;945821;945931	+;+;+;+	204	0
TTHERM_00083910	scf_8254697;scf_8254697;scf_8254697	949119;949716;949957	949657;949897;950585	+;+;+	1350	11
TTHERM_000083899	scf_8254697	951574	952236	-	663	0
TTHERM_00083900	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	953197;953432;953564;953770;955419;955702;956095	953235;953438;953697;955208;955493;955860;956134	-;-;-;-;-;-;-	1893	0
TTHERM_00083880	scf_8254697;scf_8254697;scf_8254697	958277;958372;958662	958315;958473;959039	+;+;+	519	0
TTHERM_00083879	scf_8254697;scf_8254697;scf_8254697	960978;961216;961424	961156;961373;961818	+;+;+	732	1
TTHERM_00083870	scf_8254697;scf_8254697;scf_8254697	963665;964264;964525	964209;964472;965318	+;+;+	1548	0
TTHERM_00083860	scf_8254697;scf_8254697;scf_8254697;scf_8254697	967153;967389;967628;967988	967331;967567;967774;968223	+;+;+;+	741	6
TTHERM_000083849	scf_8254697;scf_8254697	969180;969552	969476;969560	+;+	306	0
TTHERM_00083850	scf_8254697;scf_8254697;scf_8254697	970588;971191;971450	971132;971390;972135	+;+;+	1431	2
TTHERM_00083849	scf_8254697;scf_8254697;scf_8254697	973173;973771;973993	973714;973931;974657	+;+;+	1368	0
TTHERM_00083840	scf_8254697;scf_8254697;scf_8254697	976882;977119;977338	977060;977285;978251	+;+;+	1260	2
TTHERM_00083830	scf_8254697;scf_8254697;scf_8254697	981681;982288;982525	982225;982475;983177	+;+;+	1386	1
TTHERM_00083820	scf_8254697;scf_8254697;scf_8254697	984442;984774;984993	984716;984931;985657	+;+;+	1098	0
TTHERM_00083810	scf_8254697;scf_8254697;scf_8254697	987117;987716;987934	987658;987873;988607	+;+;+	1374	1
TTHERM_00083800	scf_8254697;scf_8254697;scf_8254697;scf_8254697	990238;990311;990705;991297	990247;990415;991068;991495	+;+;+;+	678	0
TTHERM_00083790	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	994061;994352;994932;995219;995470;996890;997287;997964	994298;994879;995158;995412;996838;997232;997910;998319	+;+;+;+;+;+;+;+	3879	4
TTHERM_00083780	scf_8254697;scf_8254697;scf_8254697	999893;1000454;1000649	1000395;1000584;1001040	+;+;+	1026	3
TTHERM_00083770	scf_8254697;scf_8254697	1001905;1003465	1003402;1003655	-;-	1689	0
TTHERM_00083750	scf_8254697	1007585	1008679	+	1095	61
TTHERM_00083740	scf_8254697	1009741	1010436	-	696	0
TTHERM_00083730	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1012327;1014995;1018548;1018715;1018832;1018972;1019114;1019347	1014356;1015477;1018664;1018776;1018921;1019046;1019289;1019430	+;+;+;+;+;+;+;+	3117	1030
TTHERM_00083680	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1021127;1021288;1021464;1021800;1022208;1022526;1023726	1021223;1021392;1021708;1021860;1022466;1023673;1023808	+;+;+;+;+;+;+	1998	131
TTHERM_00083670	scf_8254697;scf_8254697	1024639;1025217	1025120;1025349	-;-	615	0
TTHERM_00083660	scf_8254697;scf_8254697;scf_8254697	1026569;1027137;1027408	1027050;1027329;1027458	-;-;-	726	0
TTHERM_00083650	scf_8254697;scf_8254697	1028586;1029214	1029121;1029481	-;-	804	0
TTHERM_00083630	scf_8254697;scf_8254697;scf_8254697	1031678;1032283;1032684	1032195;1032542;1032715	+;+;+	810	6
TTHERM_00083620	scf_8254697	1033436	1035253	+	1818	6
TTHERM_00083610	scf_8254697;scf_8254697;scf_8254697	1036033;1036164;1037728	1036101;1037624;1040070	+;+;+	3873	5
TTHERM_000083599	scf_8254697;scf_8254697;scf_8254697	1042615;1042757;1043127	1042698;1042992;1043202	+;+;+	396	0
TTHERM_00083600	scf_8254697;scf_8254697	1043723;1044464	1044175;1046569	+;+	2559	4
TTHERM_000083589	scf_8254697;scf_8254697;scf_8254697	1047642;1047765;1049319	1047713;1049183;1051454	+;+;+	3627	1
TTHERM_00083590	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1052742;1052918;1054534;1056433;1056641	1052834;1054378;1056317;1056446;1056849	+;+;+;+;+	3561	2
TTHERM_00083580	scf_8254697;scf_8254697;scf_8254697;scf_8254697	1057762;1057895;1058555;1059533	1057833;1058494;1059415;1062478	+;+;+;+	4479	5
TTHERM_00083570	scf_8254697;scf_8254697;scf_8254697	1063278;1063452;1065306	1063370;1065050;1067384	+;+;+	3771	20
TTHERM_00083560	scf_8254697	1068368	1069681	-	1314	0
TTHERM_000083539	scf_8254697	1071963	1072355	+	393	0
TTHERM_00083540	scf_8254697	1072866	1074629	+	1764	15
TTHERM_000083508	scf_8254697	1075720	1075998	-	279	0
TTHERM_000083509	scf_8254697;scf_8254697	1076587;1076692	1076633;1076797	+;+	153	1
TTHERM_00083510	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1077210;1077644;1077930;1078968;1079221;1079498;1079724;1079934;1080632;1080852;1081158;1081638;1082262;1082471	1077381;1077768;1078901;1079071;1079442;1079662;1079877;1080568;1080787;1081096;1081377;1082145;1082364;1082664	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3975	0
TTHERM_00083500	scf_8254697	1083518	1084558	-	1041	0
TTHERM_000083478	scf_8254697;scf_8254697;scf_8254697;scf_8254697	1086478;1086548;1086731;1086877	1086498;1086665;1086828;1086930	-;-;-;-	291	0
TTHERM_000083479	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1089453;1089677;1089835;1089947;1090058;1090219;1090659;1090896;1091085;1091351;1091604	1089510;1089778;1089882;1089988;1090162;1090310;1090701;1090975;1091108;1091515;1091612	-;-;-;-;-;-;-;-;-;-;-	768	0
TTHERM_00083480	scf_8254697	1092559	1093599	-	1041	0
TTHERM_00083470	scf_8254697;scf_8254697	1094738;1096756	1096204;1097598	-;-	2310	0
TTHERM_00083450	scf_8254697	1099284	1100408	+	1125	13
TTHERM_00083440	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1102072;1102453;1102727;1102988;1103294;1103498;1103753;1104136;1104803;1105848;1107110;1107259;1107591	1102261;1102595;1102818;1103234;1103436;1103698;1104081;1104561;1105686;1106991;1107201;1107534;1107719	+;+;+;+;+;+;+;+;+;+;+;+;+	4296	16
TTHERM_00083430	scf_8254697	1109134	1110726	+	1593	5
TTHERM_00083420	scf_8254697;scf_8254697;scf_8254697;scf_8254697	1112246;1112953;1113808;1114493	1112856;1113045;1114389;1114589	+;+;+;+	1383	1
TTHERM_00083410	scf_8254697;scf_8254697	1116078;1116789	1116688;1116888	+;+	711	0
TTHERM_00083400	scf_8254697;scf_8254697	1117608;1118300	1118200;1118396	+;+	690	0
TTHERM_00083390	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1120172;1120526;1120936;1121454;1122051;1122953;1123543	1120430;1120867;1121294;1121946;1122710;1123498;1124006	+;+;+;+;+;+;+	3123	16
TTHERM_00083380	scf_8254697	1124845	1125105	+	261	10
TTHERM_00083370	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1125428;1125609;1125707;1125855;1126669	1125554;1125650;1125748;1126580;1126946	+;+;+;+;+	1215	21
TTHERM_00083360	scf_8254697;scf_8254697;scf_8254697	1127500;1127710;1127926	1127653;1127865;1128737	+;+;+	1122	3
TTHERM_00083350	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1129905;1130013;1130230;1130358;1130799;1131717;1132930;1134116;1134393;1134591;1134801;1134983;1135285	1129958;1130151;1130299;1130620;1131209;1132522;1134059;1134336;1134530;1134724;1134927;1135230;1135521	+;+;+;+;+;+;+;+;+;+;+;+;+	3978	43
TTHERM_00083340	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1135795;1135928;1137385;1137786;1138004;1138409;1138621;1139021;1139181;1139393;1139660;1139861;1140870;1141153	1135872;1137254;1137734;1137890;1138359;1138567;1138963;1139126;1139328;1139610;1139796;1140569;1141088;1141187	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4290	0
TTHERM_000083329	scf_8254697;scf_8254697	1143075;1143792	1143734;1144064	+;+	933	0
TTHERM_00083330	scf_8254697;scf_8254697;scf_8254697	1146435;1148193;1148348	1148119;1148292;1148395	+;+;+	1833	0
TTHERM_000083319	scf_8254697;scf_8254697;scf_8254697	1149305;1151145;1151450	1150992;1151392;1151622	+;+;+	2109	0
TTHERM_00083320	scf_8254697	1152024	1154105	+	2082	2
TTHERM_00083310	scf_8254697	1155650	1157725	+	2076	14
TTHERM_00083300	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1158573;1159093;1160144;1160588;1161283;1161933;1162234	1158715;1159642;1160528;1160958;1161864;1162174;1162258	+;+;+;+;+;+;+	2298	63
TTHERM_000083289	scf_8254697	1162935	1164992	+	2058	8
TTHERM_00083290	scf_8254697	1166032	1168041	+	2010	1
TTHERM_00083280	scf_8254697	1168837	1170858	+	2022	0
TTHERM_000082268	scf_8254697	1171814	1173832	+	2019	1
TTHERM_000082269	scf_8254697;scf_8254697;scf_8254697	1175011;1176219;1176377	1175934;1176296;1177171	+;+;+	1797	0
TTHERM_00082270	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1178019;1178750;1179105;1179420;1179622;1180319;1180571;1180731	1178686;1179044;1179370;1179566;1180257;1180511;1180672;1181645	-;-;-;-;-;-;-;-	3222	0
TTHERM_00082260	scf_8254697	1182113	1182475	-	363	0
TTHERM_00082250	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1183491;1183795;1184001;1184148;1184307;1184444;1184835;1184965	1183658;1183926;1184062;1184246;1184372;1184773;1184910;1185144	+;+;+;+;+;+;+;+	1113	17
TTHERM_00082240	scf_8254697;scf_8254697;scf_8254697;scf_8254697	1186836;1187545;1188319;1188849	1187428;1188184;1188658;1189687	+;+;+;+	2412	72
TTHERM_00082230	scf_8254697;scf_8254697	1190664;1191335	1191272;1192354	+;+	1629	192
TTHERM_00082220	scf_8254697;scf_8254697	1193166;1193404	1193266;1193533	-;-	231	0
TTHERM_00082210	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1194887;1195737;1196909;1197503;1198239;1198505;1198773;1199303;1199517	1195482;1196849;1197419;1198021;1198339;1198585;1198836;1199424;1199835	-;-;-;-;-;-;-;-;-	3426	0
TTHERM_00082190	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	1201171;1201467;1201698;1201812;1201949;1202038;1202307	1201393;1201647;1201755;1201881;1201972;1202244;1202473	+;+;+;+;+;+;+	930	1
TTHERM_00082180	scf_8254697;scf_8254697	1202706;1203104	1202935;1203728	-;-	855	0
TTHERM_00082170	scf_8254697	1205576	1206271	-	696	0
TTHERM_00082160	scf_8254697	1208745	1209593	+	849	378
TTHERM_00082150	scf_8254697;scf_8254697	1211315;1211572	1211509;1211739	+;+	363	20
